no,ranking,bookname,authors,publisher,publication_year,isbn13,addition_symbol,vol,class_no,class_nm,bookImageURL,bookDtlUrl,loan_count,d_url
4013,3999,궁금해! 나는 어떻게 태어났을까? ,양승현 씀 ;김보밀 그림,소원나무,2019.0,9791186531525,74810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/19876/72/cover/k002635436_1.jpg,https://data4library.kr/bookV?seq=5450247,396,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=198767276
4014,3999,바이러스 X :김진명 장편소설 ,지은이: 김진명,이타북스,2020.0,9791190991070,3810.0,,813.62,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/25366/61/cover/k412633411_1.jpg,https://data4library.kr/bookV?seq=5787781,396,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=253666141
4015,3999,나는 나답게 살기로 했다 ,손힘찬 지음,바이포엠,2021.0,9791191043150,3180.0,,818.0,문학 > 한국문학 > 르포르타주 및 기타,https://image.aladin.co.kr/product/26318/97/cover/k302738827_1.jpg,https://data4library.kr/bookV?seq=5859470,396,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=263189730
4016,3999,버리지 못하는 사람들 ,무레 요코 지음 ;이수은 옮김,라곰,2025.0,9791193939215,3830.0,,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/35515/63/cover200/k652036768_1.jpg,https://data4library.kr/bookV?seq=6997178,396,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=355156360
4017,4017,우리 아빠 ,글·그림: 앤서니 브라운 ;옮김: 공경희,웅진씽크빅,2019.0,9788901231358,74800.0,192.0,843.0,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/20517/39/cover/8901231352_1.jpg,https://data4library.kr/bookV?seq=5468922,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=205173980
4018,4017,엄마 도감 :권정민 그림책 ,글·그림: 권정민,웅진씽크빅,2021.0,9788901251509,74800.0,43.0,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27593/78/cover/8901251507_1.jpg,https://data4library.kr/bookV?seq=6050073,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=349961872
4019,4017,2학년 2반 고백 사건 ,딸기 글 ;이창희 그림,웅진씽크빅,2023.0,9788901274836,74800.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/32515/6/cover/8901274833_1.jpg,https://data4library.kr/bookV?seq=6766973,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=325150611
4020,4017,신비한 비밀 통로 ,글·그림: 막스 뒤코스 ;옮김: 이세진,국민서관,2025.0,9788911732760,74860.0,,863.0,문학 > 프랑스문학 > 소설,https://image.aladin.co.kr/product/35998/2/cover200/8911732761_1.jpg,https://data4library.kr/bookV?seq=7024439,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=359980282
4021,4017,반쪽이 ,글: 오윤선 ;그림: 전미화,그레이트kids(그레이트키즈),2016.0,9788927186243,74810.0,49.0,813.5,문학 > 한국문학 > 소설,,https://data4library.kr/bookV?seq=3141254,395,javascript:void(0);
4022,4017,어차피 세상은 멸망할 텐데 :공현진 소설집 ,지은이: 공현진,문학과지성사,2025.0,9788932044071,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/36653/50/cover200/8932044074_1.jpg,https://data4library.kr/bookV?seq=7085773,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=366535077
4023,4017,토끼에게 물어보세요 ,글: 정재원 ;그림: 김다예,보림출판사,2021.0,9788943314095,77810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27800/74/cover/8943314094_1.jpg,https://data4library.kr/bookV?seq=6079129,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=278007420
4024,4017,"모모 :시간을 훔치는 도둑과, 그 도둑이 훔쳐 간 시간을 찾아 주는 한 소녀에 대한 이상한 이야기 ",미하엘 엔데 지음 ;한미희 옮김,비룡소,2024.0,9788949139999,43850.0,,853.0,문학 > 독일문학 > 소설,https://image.aladin.co.kr/product/33712/5/cover/8949139995_1.jpg,https://data4library.kr/bookV?seq=6854378,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=337120556
4025,4017,무지개 물고기와 신기한 친구들 ,마르쿠스 피스터 그림·글 ;조경수 옮김,시공사,2009.0,9788952754851,77890.0,,853.0,문학 > 독일문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/060/426/06042610.jpg?type=m1&udate=20150730,https://data4library.kr/bookV?seq=986449,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=4176618
4026,4017,수상한 도서관 ,박현숙 글 ;장서영 그림,북멘토,2019.0,9788963192956,73810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/18706/55/cover/8963192954_1.jpg,https://data4library.kr/bookV?seq=5383781,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=187065585
4027,4017,무지개 물고기와 흰수염고래,마르쿠스 피스터 그림.글;지혜연 옮김,시공주니어,1999.0,9788972599999,77890.0,,843.0,문학 > 영미문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/001/766/00176634.jpg?type=m1&udate=20141122,https://data4library.kr/bookV?seq=1524922,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=203818
4028,4017,점,피터 레이놀즈 글·그림;김지효 옮김,문학동네,2003.0,9788982816888,77840.0,,843.0,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/44/23/cover/8982816887_2.jpg,https://data4library.kr/bookV?seq=366337,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=442347
4029,4017,해리포터 :아즈카반의 죄수 ,J.K. 롤링 지음 ;김혜원 옮김,문학수첩,2014.0,9788983925367,4840.0,32.0,843.5,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/5007/68/cover/8983925361_1.jpg,https://data4library.kr/bookV?seq=2823838,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=50076859
4030,4017,아빠! 머리 묶어 주세요 ,유진희 글·그림,한울림어린이,2013.0,9788998465094,77810.0,,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/073/628/07362844.jpg?type=m1&udate=20170906,https://data4library.kr/bookV?seq=1989501,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=33196714
4031,4017,브릿지 :강풀액션만화 시즌II ,지은이: 강풀,위즈덤하우스,2018.0,9791162202487,7810.0,5.0,810.0,문학 > 한국문학 > 한국문학,https://bookthumb-phinf.pstatic.net/cover/128/943/12894357.jpg?type=m1&udate=20171215,https://data4library.kr/bookV?seq=3693531,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=126004149
4032,4017,마법 소녀 루오카,글: 미야시타 에마 ;봉봉,가람어린이,2023.0,9791165182809,73830.0,1.0,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/33066/83/cover/k962937095_1.jpg,https://data4library.kr/bookV?seq=6814491,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=330668323
4033,4017,"(알쏭달쏭 캐치! 티니핑) 조심해, 뜨거! ",원작·그림: SAMG ;엮음: 아이휴먼 편집부,휴먼큐브,2023.0,9791165383411,77810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/31636/64/cover/k492833975_1.jpg,https://data4library.kr/bookV?seq=6690532,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=316366462
4034,4017,오늘의 인생 ,지은이: 마스다 미리 ;옮긴이: 이소담,이봄,2017.0,9791188451074,7830.0,,830.0,문학 > 일본문학 > 일본문학,https://image.aladin.co.kr/product/12470/51/cover/k572532968_4.jpg,https://data4library.kr/bookV?seq=3666733,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=124705177
4035,4017,(큰글자책) 종의 기원 :정유정 장편소설,정유정 지음,,2018.0,9791188810291,3810.0,,813.7,문학 > 한국문학 > 소설,,https://data4library.kr/bookV?seq=3837883,395,javascript:void(0);
4036,4017,이상하고 자유로운 할머니가 되고 싶어 :무루의 어른을 위한 그림책 읽기 ,무루 지음,어크로스,2020.0,9791190030472,3810.0,,818.0,문학 > 한국문학 > 르포르타주 및 기타,https://image.aladin.co.kr/product/23987/38/cover/k422639110_1.jpg,https://data4library.kr/bookV?seq=5662355,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=239873881
4037,4017,엉덩이 탐정,[원작: 트롤] ;옮긴이: 허숙,고은문화사,2020.0,9791190746021,77830.0,3.0,830.0,문학 > 일본문학 > 일본문학,https://image.aladin.co.kr/product/24344/98/cover/k712630808_1.jpg,https://data4library.kr/bookV?seq=5697389,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=243449859
4038,4017,세계 방방곡곡 여행 일기 :마스다 미리 에세이 ,지은이: 마스다 미리 ;옮긴이: 이소담,북포레스트,2023.0,9791192025124,3830.0,,836.0,"문학 > 일본문학 > 일기, 서간, 기행",https://image.aladin.co.kr/product/31281/58/cover/k432832473_1.jpg,https://data4library.kr/bookV?seq=6652741,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=312815819
4039,4017,편지 가게 글월 =백승연 장편소설 /Letter shop Geulwoll ,지은이: 백승연,투유드림,2024.0,9791193190043,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/33823/95/cover200/k042930899_1.jpg,https://data4library.kr/bookV?seq=6864732,395,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=338239548
4040,4040,버섯 농장 :성혜령 소설집 ,지은이: 성혜령,창비,2024.0,9788936439538,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/33750/87/cover/8936439537_1.jpg,https://data4library.kr/bookV?seq=6859111,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=337508787
4041,4040,엄마를 잠깐 잃어버렸어요 ,크리스 호튼 지음 ;김상미 옮김,보림출판사,2009.0,9788943307622,77840.0,,843.0,문학 > 영미문학 > 소설,http://image.aladin.co.kr/product/324/29/cover/8943307624_1.jpg,https://data4library.kr/bookV?seq=2282180,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=3242957
4042,4040,내 친구 브로리 ,이사랏 지음,비룡소,2018.0,9788949105093,74800.0,7.0,813.7,문학 > 한국문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/138/459/13845933.jpg?type=m1&udate=20180804,https://data4library.kr/bookV?seq=3859167,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=160832064
4043,4040,가을철 한정 구리킨톤 사건 =The special kuri-kintion case ,지은이: 요네자와 호노부 ;옮긴이: 김선영,문학동네,2017.0,9788954645072,4830.0,2.0,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/10779/64/cover/8954645070_1.jpg,https://data4library.kr/bookV?seq=3431416,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=107796467
4044,4040,벚꽃 지는 계절에 그대를 그리워하네,우타노 쇼고 지음;김성기 옮김,한스미디어,2005.0,9788959750221,3830.0,,833.6,문학 > 일본문학 > 소설,http://image.aladin.co.kr/product/61/13/cover/8959750220_1.jpg,https://data4library.kr/bookV?seq=921601,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=611332
4045,4040,괴담의 테이프 :미쓰다 신조 장편소설 ,지은이: 미쓰다 신조 ;옮긴이: 현정수,더난콘텐츠그룹,2017.0,9791158790707,3830.0,,833.6,문학 > 일본문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/124/299/12429942.jpg?type=m1&udate=20170908,https://data4library.kr/bookV?seq=3534718,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=115632479
4046,4040,수영 이불 :재희 그림책 ,글·그림: 재희,사계절(사계절출판사),2021.0,9791160947502,77810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/27663/83/cover/k212733232_1.jpg,https://data4library.kr/bookV?seq=6064573,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=276638318
4047,4040,오늘 밤에는 어떤 꿈을 꿀까? ,구도 노리코 지음 ;엄혜숙 옮김,천개의바람,2021.0,9791165732103,77830.0,116.0,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/28488/81/cover/k512835123_1.jpg,https://data4library.kr/bookV?seq=6362088,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=284888189
4048,4040,가짜 모범생 :손현주 장편소설 ,지은이: 손현주,특별한서재,2021.0,9791167030313,43810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/28089/59/cover/k322734845_1.jpg,https://data4library.kr/bookV?seq=6315992,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=280895914
4049,4040,마법 숲 탐정,글: 선자은 ;그림: 이경희,슈크림북,2021.0,9791190409049,74810.0,2.0,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/26845/6/cover/k002730397_1.jpg,https://data4library.kr/bookV?seq=5952649,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=268450612
4050,4040,그 남자네 집 :박완서 장편소설 ,지은이: 박완서,현대문학,2021.0,9791190885560,3810.0,,813.62,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/26094/25/cover/k842737250_1.jpg,https://data4library.kr/bookV?seq=5850517,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=260942557
4051,4040,쓰고 싶다 쓰고 싶지 않다 ,"지은이: 전고운,임대형",유선사,2022.0,9791197852039,3810.0,,818.0,문학 > 한국문학 > 르포르타주 및 기타,https://image.aladin.co.kr/product/29318/15/cover/k902837711_1.jpg,https://data4library.kr/bookV?seq=6449439,394,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=293181566
4052,4052,옆집에 공룡이 산다 ,데이비드 리치필드 글·그림 ;홍연미 옮김,국민서관,2024.0,9788911131365,77840.0,,843.0,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/34714/6/cover200/8911131369_1.jpg,https://data4library.kr/bookV?seq=6951219,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=347140661
4053,4052,죽음 :베르나르 베르베르 장편소설 ,지은이: 베르나르 베르베르 ;옮긴이: 전미연,열린책들,2019.0,9788932919683,4860.0,2.0,863.0,문학 > 프랑스문학 > 소설,https://image.aladin.co.kr/product/19183/63/cover/8932919682_1.jpg,https://data4library.kr/bookV?seq=5408602,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=191836331
4054,4052,페인트 :이희영 장편소설 ,지은이: 이희영,창비,2019.0,9788936456894,43810.0,89.0,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/18958/95/cover/893645689x_1.jpg,https://data4library.kr/bookV?seq=5397461,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=189589576
4055,4052,인형의 집 ,지은이: 헨리크 입센 ;옮긴이: 안미란,민음사,2010.0,9788937462481,4800.0,248.0,859.82,문학 > 독일문학 > 기타 게르만 문학,http://image.aladin.co.kr/product/733/38/cover/8937462486_2.jpg,https://data4library.kr/bookV?seq=2442688,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=7333800
4056,4052,이사도라 문,해리엇 먼캐스터 지음 ;심연희 옮김,북이십일,2018.0,9788950977962,74840.0,6.0,843.0,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/20401/10/cover/8950977966_1.jpg,https://data4library.kr/bookV?seq=5464460,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=204011001
4057,4052,또 마트에 간 게 실수야! :올바른 소비 습관을 길러 주는 그림책 ,엘리즈 그라벨 글·그림 ;정미애 옮김,토토북,2013.0,9788964961278,77890.0,,863.0,문학 > 프랑스문학 > 소설,https://bookthumb-phinf.pstatic.net/cover/072/128/07212838.jpg?type=m1&udate=20170614,https://data4library.kr/bookV?seq=1944654,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=26728725
4058,4052,꼬마 흡혈귀,글쓴이: 앙겔라 좀머-보덴부르크 ;옮긴이: 이은주,거북이북스,2017.0,9788966071722,74850.0,1.0,853.0,문학 > 독일문학 > 소설,https://image.aladin.co.kr/product/11551/10/cover/s852532788_1.jpg,https://data4library.kr/bookV?seq=3523336,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=115511012
4059,4052,사나운 애착 ,지은이: 비비언 고닉 ;옮긴이: 노지양,글항아리,2021.0,9788967359836,2840.0,,848.0,문학 > 영미문학 > 르포르타주 및 기타,https://image.aladin.co.kr/product/28547/90/cover/8967359837_1.jpg,https://data4library.kr/bookV?seq=6367163,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=285479070
4060,4052,잃어버린 것들의 목록 :소멸을 통해 우리가 기억해야 하는 것들 ,지은이: 유디트 샬란스키 ;옮긴이: 박정희,뮤진트리,2022.0,9791161111131,3850.0,,854.0,문학 > 독일문학 > 수필,https://image.aladin.co.kr/product/30328/94/cover/k682830600_2.jpg,https://data4library.kr/bookV?seq=6598732,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=303289447
4061,4052,똥꿈 삽니다 ,글: 전은희 ;그림: 조히,잇츠북어린이,2021.0,9791187903918,74810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/28295/15/cover/k092835198_1.jpg,https://data4library.kr/bookV?seq=6336174,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=282951508
4062,4052,이불이 좋아 ,지음: 김도아,봄봄(봄봄출판사),2020.0,9791188909445,77810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/25237/2/cover/k382633002_1.jpg,https://data4library.kr/bookV?seq=5776240,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=252370211
4063,4052,터널 밖으로 ,바바라 레이드 지음 ;나희덕 옮김,제이포럼,2024.0,9791198710482,73840.0,,843.0,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/34805/18/cover200/k882933735_1.jpg,https://data4library.kr/bookV?seq=6953098,393,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=348051893
4064,4064,새처럼 :포푸라기 그림책 ,지은이: 포푸라기,창비,2025.0,9788936429409,77810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/35537/5/cover200/893642940x_1.jpg,https://data4library.kr/bookV?seq=6999163,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=355370549
4065,4064,"달려라, 아비:김애란 소설집",지은이: 김애란,창비,2005.0,9788936436902,3810.0,,813.6,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/60/3/cover/8936436902_2.jpg,https://data4library.kr/bookV?seq=920957,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=600311
4066,4064,고래 :천명관 장편소설 ,지은이: 천명관,문학동네,2014.0,9788954623414,4810.0,19.0,813.7,문학 > 한국문학 > 소설,http://image.aladin.co.kr/product/3539/57/cover/8954623417_1.jpg,https://data4library.kr/bookV?seq=2776700,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=35395777
4067,4064,6분 소설가 하준수 ,이수용 글 ;김도아 그림,위즈덤하우스,2021.0,9788962475852,74800.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/28203/9/cover/8962475855_1.jpg,https://data4library.kr/bookV?seq=6328653,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=282030982
4068,4064,분신,"히가시노 게이고 (지은이), 김난주 (옮긴이)",재인,2019.0,9788990982834,,,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/22056/44/cover/8990982839_1.jpg,https://data4library.kr/bookV?seq=5542883,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=220564487
4069,4064,무릎딱지 ,샤를로트 문드리크 글 ;이경혜 옮김,한울림어린이,2010.0,9788991871670,77860.0,,863.0,문학 > 프랑스문학 > 소설,http://image.aladin.co.kr/product/795/87/cover/8991871674_1.jpg,https://data4library.kr/bookV?seq=1112686,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=7958704
4070,4064,안전 요원 구드래곤 ,박현숙 글 ;이경석 그림,다산북스,2023.0,9791130643403,74810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/31913/0/cover/k082833846_1.jpg,https://data4library.kr/bookV?seq=6714753,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=319130061
4071,4064,엽기 과학자 프래니,글·그림: 짐 벤튼 ;노은정,이퍼블릭,2019.0,9791160575286,74840.0,3.0,843.0,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/19614/48/cover/k272635523_1.jpg,https://data4library.kr/bookV?seq=5439730,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=196144871
4072,4064,살롱 드 홈즈 =전건우 장편소설 /Salon de holmes ,지은이: 전건우,Mongsil Books(몽실북스),2019.0,9791189178147,3810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/22003/94/cover/k182636711_1.jpg,https://data4library.kr/bookV?seq=5535828,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=220039456
4073,4064,밍꼬발랄 :공소시효 ,원작: 밍꼬발랄 ;그림: 라임스튜디오,겜툰,2020.0,9791190980241,77800.0,2.0,810.0,문학 > 한국문학 > 한국문학,https://image.aladin.co.kr/product/25701/78/cover/k272736661_1.jpg,https://data4library.kr/bookV?seq=5834122,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=257017880
4074,4064,아기 곰 가족의 여름휴가 ,엠마 칼라일 그림책 ;정화진 옮김,M창비(미디어창비),2023.0,9791191248968,77840.0,,843.0,문학 > 영미문학 > 소설,https://image.aladin.co.kr/product/31877/61/cover/k482833433_1.jpg,https://data4library.kr/bookV?seq=6712504,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=318776162
4075,4064,모모모모모 ,지은이: 밤코 ;엮은이: 김향수,향,2019.0,9791196541224,77810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/21416/24/cover/k632636893_1.jpg,https://data4library.kr/bookV?seq=5516313,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=214162496
4076,4064,모두 다 씨앗 ,종종 글·그림,모알보알,2024.0,9791198571359,77810.0,,813.7,문학 > 한국문학 > 소설,https://image.aladin.co.kr/product/35266/14/cover200/k692934358_1.jpg,https://data4library.kr/bookV?seq=6979955,392,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=352661412
4077,4077,하늘 배달부 모몽 씨와 나뭇잎 우체국 ,후쿠자와 유미코 글·그림 ;강방화 옮김,웅진주니어,2024.0,9788901279800,74800.0,,833.6,문학 > 일본문학 > 소설,https://image.aladin.co.kr/product/33700/37/cover/8901279800_1.jpg,https://data4library.kr/bookV?seq=6853354,391,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=337003762
4078,4077,사랑과 멸종을 바꿔 읽어보십시오 :유선혜 시집 ,지은이: 유선혜,문학과지성사,2024.0,9788932043272,3810.0,608.0,811.7,문학 > 한국문학 > 시,https://image.aladin.co.kr/product/35091/8/cover200/8932043272_1.jpg,https://data4library.kr/bookV?seq=6969047,391,https://www.aladin.co.kr/shop/wproduct.aspx?ItemId=350910801
